brand,model,year,energy,gear_box,trim,price
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 489 €
VOLKSWAGEN,Arteon,2019,Essence,Automatique,2.0 TSI 190 DSG7,32 980 €
PEUGEOT,2008,2021,Electrique,Automatique,e-2008 136ch GT Pack Touvrant Siege chauf Camera,33 999 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch Titanium Business Euro6.2,16 990 €
PEUGEOT,3008,2017,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24 990 €
HONDA,Hr-V,2017,Diesel,Manuelle,1.6 i-DTEC Executive,19 490 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Tekna Xtronic,37 990 €
ALFA ROMEO,Tonale,2022,Essence,Robotisée,1.5 Hybrid 130ch Edizione Speciale TCT,39 900 €
BMW,X2,2018,Diesel,Automatique,sDrive18dA 150ch M Sport X,34 990 €
FIAT,500x,2017,Essence,Manuelle,E-Torq 1.6 110 ch Popstar Business,15 900 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 Turbo 100 ch BVM6 Edition,16 490 €
ALFA ROMEO,Giulietta,2018,Essence,Robotisée,1.4 TB MultiAir 170ch Lusso S/S TCT,17 999 €
AUDI,Sq5,2018,Essence,Robotisée,V6 3.0 TFSI 354 Tiptronic 8 Quattro,55 890 €
FIAT,Tipo,2017,Diesel,Manuelle,SW 1.6 MultiJet 120ch Easy S/S,13 900 €
FORD,S-Max,2017,Diesel,Robotisée,2.0 TDCi 180ch Stop&Start Titanium PowerShift,22 989 €
MINI,Mini,2017,Essence,Manuelle,Cooper 136 ch Edition Blackfriars,19 900 €
ALFA ROMEO,Stelvio,2018,Diesel,Automatique,2.2 Diesel 180ch Lusso Q4 AT8,29 990 €
BMW,X3,2018,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,34 990 €
RENAULT,Scenic,2017,Diesel,Manuelle,1.5 dCi 110ch Hybrid Assist Intens,17 990 €
BMW,Serie 2,2017,Diesel,Automatique,ActiveTourer 216dA 116ch Luxury,21 990 €
VOLVO,Xc40,2019,Essence,Automatique,T3 163ch Inscription Geartronic 8,35 900 €
AUDI,A4,2021,Diesel,Robotisée,Avant 40 TDI 204ch Business line S tronic 7,46 900 €
AUDI,Q3,2022,Hybride,Robotisée,45 TFSI e 245ch S line S tronic 6,59 900 €
CITROËN,Grand C4 Spacetourer,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d,34 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,20 980 €
RENAULT,Twingo,2018,Essence,Manuelle,III 1.0 SCe 70 Life,10 490 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch R-Design Geartronic,43 990 €
MERCEDES,Classe C,2017,Essence,Automatique,Coupé 43 AMG 367ch 4Matic 9G-Tronic,51 900 €
VOLKSWAGEN,Golf,2019,Essence,Robotisée,SW 1.5 TSI EVO 130ch BlueMotion Confortline DSG7 Euro6d-T,21 499 €
AUDI,Q3,2022,Hybride,Robotisée,Sportback 45 TFSI e 245ch S line S tronic 6,59 900 €
LAND ROVER,Range Rover Evoque,2018,Diesel,Automatique,Evoque 2.0 TD4 180 SE BVA Mark V,29 890 €
RENAULT,Megane,2019,Diesel,Automatique,BERLINE BLUE DCI 115 EDC,17 890 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75ch Edition,13 999 €
ALFA ROMEO,Stelvio,2022,Diesel,Automatique,2.2 Diesel 210ch ESTREMA Q4 AT8 MY22,64 900 €
SKODA,Octavia,2018,Essence,Automatique,2.0 TSI 245 ch DSG7 RS,28 980 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 190ch Carat 4Motion DSG7 Euro6d-T,30 990 €
TOYOTA,Aygo,2022,Essence,Automatique,X 1.0 VVT-i 72ch Air Limited S-CVT,19 799 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch Inscription Luxe Geartronic,47 990 €
ALFA ROMEO,Giulia,2018,Diesel,Automatique,2.2 180 ch AT8 Super,25 500 €
JEEP,Compass,2021,Electrique,Automatique,1.3 GSE T4 190 ch PHEV AT6 4xe eAWD Limited,37 990 €
NISSAN,Juke,2017,Essence,Automatique,1.6L 117ch N-Connecta Xtronic,16 990 €
PEUGEOT,Expert,2019,Diesel,Automatique,Fg Standard 2.0 BlueHDi 180ch S&S Asphalt EAT8,26 970 €
VOLVO,Xc60,2019,Diesel,Manuelle,D3 AdBlue 150ch Momentum,32 900 €
VOLVO,Xc60,2019,Hybride,Automatique,T8 Twin Engine 303 + 87ch Business Executive Geartronic,42 400 €
FIAT,500x,2022,Essence,Robotisée,1.5 FireFly Turbo 130ch S/S Sport Pack Hybrid DCT7,28 990 €
FIAT,Ducato,2021,Electrique,Automatique,Fg 3.5 MH2 47 kWh 122ch Evoluzione,55 990 €
DACIA,Duster,2017,Diesel,Manuelle,dCi 90 4x2 Silver Line 2017,13 480 €
PEUGEOT,308,2020,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Style,19 989 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Roadtrip,36 889 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X,21 900 €
LAND ROVER,Range Rover Velar,2020,Diesel,Automatique,2.0D 240ch R-Dynamic SE AWD BVA,72 900 €
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 489 €
VOLKSWAGEN,Arteon,2019,Essence,Automatique,2.0 TSI 190 DSG7,32 980 €
PEUGEOT,2008,2021,Electrique,Automatique,e-2008 136ch GT Pack Touvrant Siege chauf Camera,33 999 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch Titanium Business Euro6.2,16 990 €
PEUGEOT,3008,2017,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24 990 €
HONDA,Hr-V,2017,Diesel,Manuelle,1.6 i-DTEC Executive,19 490 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Tekna Xtronic,37 990 €
ALFA ROMEO,Tonale,2022,Essence,Robotisée,1.5 Hybrid 130ch Edizione Speciale TCT,39 900 €
BMW,X2,2018,Diesel,Automatique,sDrive18dA 150ch M Sport X,34 990 €
FIAT,500x,2017,Essence,Manuelle,E-Torq 1.6 110 ch Popstar Business,15 900 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 Turbo 100 ch BVM6 Edition,16 490 €
ALFA ROMEO,Giulietta,2018,Essence,Robotisée,1.4 TB MultiAir 170ch Lusso S/S TCT,17 999 €
AUDI,Sq5,2018,Essence,Robotisée,V6 3.0 TFSI 354 Tiptronic 8 Quattro,55 890 €
FIAT,Tipo,2017,Diesel,Manuelle,SW 1.6 MultiJet 120ch Easy S/S,13 900 €
FORD,S-Max,2017,Diesel,Robotisée,2.0 TDCi 180ch Stop&Start Titanium PowerShift,22 989 €
MINI,Mini,2017,Essence,Manuelle,Cooper 136 ch Edition Blackfriars,19 900 €
ALFA ROMEO,Stelvio,2018,Diesel,Automatique,2.2 Diesel 180ch Lusso Q4 AT8,29 990 €
BMW,X3,2018,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,34 990 €
RENAULT,Scenic,2017,Diesel,Manuelle,1.5 dCi 110ch Hybrid Assist Intens,17 990 €
BMW,Serie 2,2017,Diesel,Automatique,ActiveTourer 216dA 116ch Luxury,21 990 €
VOLVO,Xc40,2019,Essence,Automatique,T3 163ch Inscription Geartronic 8,35 900 €
AUDI,A4,2021,Diesel,Robotisée,Avant 40 TDI 204ch Business line S tronic 7,46 900 €
AUDI,Q3,2022,Hybride,Robotisée,45 TFSI e 245ch S line S tronic 6,59 900 €
CITROËN,Grand C4 Spacetourer,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d,34 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,20 980 €
RENAULT,Twingo,2018,Essence,Manuelle,III 1.0 SCe 70 Life,10 490 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch R-Design Geartronic,43 990 €
MERCEDES,Classe C,2017,Essence,Automatique,Coupé 43 AMG 367ch 4Matic 9G-Tronic,51 900 €
VOLKSWAGEN,Golf,2019,Essence,Robotisée,SW 1.5 TSI EVO 130ch BlueMotion Confortline DSG7 Euro6d-T,21 499 €
AUDI,Q3,2022,Hybride,Robotisée,Sportback 45 TFSI e 245ch S line S tronic 6,59 900 €
LAND ROVER,Range Rover Evoque,2018,Diesel,Automatique,Evoque 2.0 TD4 180 SE BVA Mark V,29 890 €
RENAULT,Megane,2019,Diesel,Automatique,BERLINE BLUE DCI 115 EDC,17 890 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75ch Edition,13 999 €
ALFA ROMEO,Stelvio,2022,Diesel,Automatique,2.2 Diesel 210ch ESTREMA Q4 AT8 MY22,64 900 €
SKODA,Octavia,2018,Essence,Automatique,2.0 TSI 245 ch DSG7 RS,28 980 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 190ch Carat 4Motion DSG7 Euro6d-T,30 990 €
TOYOTA,Aygo,2022,Essence,Automatique,X 1.0 VVT-i 72ch Air Limited S-CVT,19 799 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch Inscription Luxe Geartronic,47 990 €
ALFA ROMEO,Giulia,2018,Diesel,Automatique,2.2 180 ch AT8 Super,25 500 €
JEEP,Compass,2021,Electrique,Automatique,1.3 GSE T4 190 ch PHEV AT6 4xe eAWD Limited,37 990 €
NISSAN,Juke,2017,Essence,Automatique,1.6L 117ch N-Connecta Xtronic,16 990 €
PEUGEOT,Expert,2019,Diesel,Automatique,Fg Standard 2.0 BlueHDi 180ch S&S Asphalt EAT8,26 970 €
VOLVO,Xc60,2019,Diesel,Manuelle,D3 AdBlue 150ch Momentum,32 900 €
VOLVO,Xc60,2019,Hybride,Automatique,T8 Twin Engine 303 + 87ch Business Executive Geartronic,42 400 €
FIAT,500x,2022,Essence,Robotisée,1.5 FireFly Turbo 130ch S/S Sport Pack Hybrid DCT7,28 990 €
FIAT,Ducato,2021,Electrique,Automatique,Fg 3.5 MH2 47 kWh 122ch Evoluzione,55 990 €
DACIA,Duster,2017,Diesel,Manuelle,dCi 90 4x2 Silver Line 2017,13 480 €
PEUGEOT,308,2020,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Style,19 989 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Roadtrip,36 889 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X,21 900 €
LAND ROVER,Range Rover Velar,2020,Diesel,Automatique,2.0D 240ch R-Dynamic SE AWD BVA,72 900 €
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 489 €
VOLKSWAGEN,Arteon,2019,Essence,Automatique,2.0 TSI 190 DSG7,32 980 €
PEUGEOT,2008,2021,Electrique,Automatique,e-2008 136ch GT Pack Touvrant Siege chauf Camera,33 999 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch Titanium Business Euro6.2,16 990 €
PEUGEOT,3008,2017,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24 990 €
HONDA,Hr-V,2017,Diesel,Manuelle,1.6 i-DTEC Executive,19 490 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Tekna Xtronic,37 990 €
ALFA ROMEO,Tonale,2022,Essence,Robotisée,1.5 Hybrid 130ch Edizione Speciale TCT,39 900 €
BMW,X2,2018,Diesel,Automatique,sDrive18dA 150ch M Sport X,34 990 €
FIAT,500x,2017,Essence,Manuelle,E-Torq 1.6 110 ch Popstar Business,15 900 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 Turbo 100 ch BVM6 Edition,16 490 €
ALFA ROMEO,Giulietta,2018,Essence,Robotisée,1.4 TB MultiAir 170ch Lusso S/S TCT,17 999 €
AUDI,Sq5,2018,Essence,Robotisée,V6 3.0 TFSI 354 Tiptronic 8 Quattro,55 890 €
FIAT,Tipo,2017,Diesel,Manuelle,SW 1.6 MultiJet 120ch Easy S/S,13 900 €
FORD,S-Max,2017,Diesel,Robotisée,2.0 TDCi 180ch Stop&Start Titanium PowerShift,22 989 €
MINI,Mini,2017,Essence,Manuelle,Cooper 136 ch Edition Blackfriars,19 900 €
ALFA ROMEO,Stelvio,2018,Diesel,Automatique,2.2 Diesel 180ch Lusso Q4 AT8,29 990 €
BMW,X3,2018,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,34 990 €
RENAULT,Scenic,2017,Diesel,Manuelle,1.5 dCi 110ch Hybrid Assist Intens,17 990 €
BMW,Serie 2,2017,Diesel,Automatique,ActiveTourer 216dA 116ch Luxury,21 990 €
VOLVO,Xc40,2019,Essence,Automatique,T3 163ch Inscription Geartronic 8,35 900 €
AUDI,A4,2021,Diesel,Robotisée,Avant 40 TDI 204ch Business line S tronic 7,46 900 €
AUDI,Q3,2022,Hybride,Robotisée,45 TFSI e 245ch S line S tronic 6,59 900 €
CITROËN,Grand C4 Spacetourer,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d,34 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,20 980 €
RENAULT,Twingo,2018,Essence,Manuelle,III 1.0 SCe 70 Life,10 490 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch R-Design Geartronic,43 990 €
MERCEDES,Classe C,2017,Essence,Automatique,Coupé 43 AMG 367ch 4Matic 9G-Tronic,51 900 €
VOLKSWAGEN,Golf,2019,Essence,Robotisée,SW 1.5 TSI EVO 130ch BlueMotion Confortline DSG7 Euro6d-T,21 499 €
AUDI,Q3,2022,Hybride,Robotisée,Sportback 45 TFSI e 245ch S line S tronic 6,59 900 €
LAND ROVER,Range Rover Evoque,2018,Diesel,Automatique,Evoque 2.0 TD4 180 SE BVA Mark V,29 890 €
RENAULT,Megane,2019,Diesel,Automatique,BERLINE BLUE DCI 115 EDC,17 890 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75ch Edition,13 999 €
ALFA ROMEO,Stelvio,2022,Diesel,Automatique,2.2 Diesel 210ch ESTREMA Q4 AT8 MY22,64 900 €
SKODA,Octavia,2018,Essence,Automatique,2.0 TSI 245 ch DSG7 RS,28 980 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 190ch Carat 4Motion DSG7 Euro6d-T,30 990 €
TOYOTA,Aygo,2022,Essence,Automatique,X 1.0 VVT-i 72ch Air Limited S-CVT,19 799 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch Inscription Luxe Geartronic,47 990 €
ALFA ROMEO,Giulia,2018,Diesel,Automatique,2.2 180 ch AT8 Super,25 500 €
JEEP,Compass,2021,Electrique,Automatique,1.3 GSE T4 190 ch PHEV AT6 4xe eAWD Limited,37 990 €
NISSAN,Juke,2017,Essence,Automatique,1.6L 117ch N-Connecta Xtronic,16 990 €
PEUGEOT,Expert,2019,Diesel,Automatique,Fg Standard 2.0 BlueHDi 180ch S&S Asphalt EAT8,26 970 €
VOLVO,Xc60,2019,Diesel,Manuelle,D3 AdBlue 150ch Momentum,32 900 €
VOLVO,Xc60,2019,Hybride,Automatique,T8 Twin Engine 303 + 87ch Business Executive Geartronic,42 400 €
FIAT,500x,2022,Essence,Robotisée,1.5 FireFly Turbo 130ch S/S Sport Pack Hybrid DCT7,28 990 €
FIAT,Ducato,2021,Electrique,Automatique,Fg 3.5 MH2 47 kWh 122ch Evoluzione,55 990 €
DACIA,Duster,2017,Diesel,Manuelle,dCi 90 4x2 Silver Line 2017,13 480 €
PEUGEOT,308,2020,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Style,19 989 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Roadtrip,36 889 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X,21 900 €
LAND ROVER,Range Rover Velar,2020,Diesel,Automatique,2.0D 240ch R-Dynamic SE AWD BVA,72 900 €
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 489 €
VOLKSWAGEN,Arteon,2019,Essence,Automatique,2.0 TSI 190 DSG7,32 980 €
PEUGEOT,2008,2021,Electrique,Automatique,e-2008 136ch GT Pack Touvrant Siege chauf Camera,33 999 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch Titanium Business Euro6.2,16 990 €
PEUGEOT,3008,2017,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24 990 €
HONDA,Hr-V,2017,Diesel,Manuelle,1.6 i-DTEC Executive,19 490 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Tekna Xtronic,37 990 €
ALFA ROMEO,Tonale,2022,Essence,Robotisée,1.5 Hybrid 130ch Edizione Speciale TCT,39 900 €
BMW,X2,2018,Diesel,Automatique,sDrive18dA 150ch M Sport X,34 990 €
FIAT,500x,2017,Essence,Manuelle,E-Torq 1.6 110 ch Popstar Business,15 900 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 Turbo 100 ch BVM6 Edition,16 490 €
ALFA ROMEO,Giulietta,2018,Essence,Robotisée,1.4 TB MultiAir 170ch Lusso S/S TCT,17 999 €
AUDI,Sq5,2018,Essence,Robotisée,V6 3.0 TFSI 354 Tiptronic 8 Quattro,55 890 €
FIAT,Tipo,2017,Diesel,Manuelle,SW 1.6 MultiJet 120ch Easy S/S,13 900 €
FORD,S-Max,2017,Diesel,Robotisée,2.0 TDCi 180ch Stop&Start Titanium PowerShift,22 989 €
MINI,Mini,2017,Essence,Manuelle,Cooper 136 ch Edition Blackfriars,19 900 €
ALFA ROMEO,Stelvio,2018,Diesel,Automatique,2.2 Diesel 180ch Lusso Q4 AT8,29 990 €
BMW,X3,2018,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,34 990 €
RENAULT,Scenic,2017,Diesel,Manuelle,1.5 dCi 110ch Hybrid Assist Intens,17 990 €
BMW,Serie 2,2017,Diesel,Automatique,ActiveTourer 216dA 116ch Luxury,21 990 €
VOLVO,Xc40,2019,Essence,Automatique,T3 163ch Inscription Geartronic 8,35 900 €
AUDI,A4,2021,Diesel,Robotisée,Avant 40 TDI 204ch Business line S tronic 7,46 900 €
AUDI,Q3,2022,Hybride,Robotisée,45 TFSI e 245ch S line S tronic 6,59 900 €
CITROËN,Grand C4 Spacetourer,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d,34 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,20 980 €
RENAULT,Twingo,2018,Essence,Manuelle,III 1.0 SCe 70 Life,10 490 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch R-Design Geartronic,43 990 €
MERCEDES,Classe C,2017,Essence,Automatique,Coupé 43 AMG 367ch 4Matic 9G-Tronic,51 900 €
VOLKSWAGEN,Golf,2019,Essence,Robotisée,SW 1.5 TSI EVO 130ch BlueMotion Confortline DSG7 Euro6d-T,21 499 €
AUDI,Q3,2022,Hybride,Robotisée,Sportback 45 TFSI e 245ch S line S tronic 6,59 900 €
LAND ROVER,Range Rover Evoque,2018,Diesel,Automatique,Evoque 2.0 TD4 180 SE BVA Mark V,29 890 €
RENAULT,Megane,2019,Diesel,Automatique,BERLINE BLUE DCI 115 EDC,17 890 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75ch Edition,13 999 €
ALFA ROMEO,Stelvio,2022,Diesel,Automatique,2.2 Diesel 210ch ESTREMA Q4 AT8 MY22,64 900 €
SKODA,Octavia,2018,Essence,Automatique,2.0 TSI 245 ch DSG7 RS,28 980 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 190ch Carat 4Motion DSG7 Euro6d-T,30 990 €
TOYOTA,Aygo,2022,Essence,Automatique,X 1.0 VVT-i 72ch Air Limited S-CVT,19 799 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch Inscription Luxe Geartronic,47 990 €
ALFA ROMEO,Giulia,2018,Diesel,Automatique,2.2 180 ch AT8 Super,25 500 €
JEEP,Compass,2021,Electrique,Automatique,1.3 GSE T4 190 ch PHEV AT6 4xe eAWD Limited,37 990 €
NISSAN,Juke,2017,Essence,Automatique,1.6L 117ch N-Connecta Xtronic,16 990 €
PEUGEOT,Expert,2019,Diesel,Automatique,Fg Standard 2.0 BlueHDi 180ch S&S Asphalt EAT8,26 970 €
VOLVO,Xc60,2019,Diesel,Manuelle,D3 AdBlue 150ch Momentum,32 900 €
VOLVO,Xc60,2019,Hybride,Automatique,T8 Twin Engine 303 + 87ch Business Executive Geartronic,42 400 €
FIAT,500x,2022,Essence,Robotisée,1.5 FireFly Turbo 130ch S/S Sport Pack Hybrid DCT7,28 990 €
FIAT,Ducato,2021,Electrique,Automatique,Fg 3.5 MH2 47 kWh 122ch Evoluzione,55 990 €
DACIA,Duster,2017,Diesel,Manuelle,dCi 90 4x2 Silver Line 2017,13 480 €
PEUGEOT,308,2020,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Style,19 989 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Roadtrip,36 889 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X,21 900 €
LAND ROVER,Range Rover Velar,2020,Diesel,Automatique,2.0D 240ch R-Dynamic SE AWD BVA,72 900 €
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 489 €
VOLKSWAGEN,Arteon,2019,Essence,Automatique,2.0 TSI 190 DSG7,32 980 €
PEUGEOT,2008,2021,Electrique,Automatique,e-2008 136ch GT Pack Touvrant Siege chauf Camera,33 999 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch Titanium Business Euro6.2,16 990 €
PEUGEOT,3008,2017,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24 990 €
HONDA,Hr-V,2017,Diesel,Manuelle,1.6 i-DTEC Executive,19 490 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Tekna Xtronic,37 990 €
ALFA ROMEO,Tonale,2022,Essence,Robotisée,1.5 Hybrid 130ch Edizione Speciale TCT,39 900 €
BMW,X2,2018,Diesel,Automatique,sDrive18dA 150ch M Sport X,34 990 €
FIAT,500x,2017,Essence,Manuelle,E-Torq 1.6 110 ch Popstar Business,15 900 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 Turbo 100 ch BVM6 Edition,16 490 €
ALFA ROMEO,Giulietta,2018,Essence,Robotisée,1.4 TB MultiAir 170ch Lusso S/S TCT,17 999 €
AUDI,Sq5,2018,Essence,Robotisée,V6 3.0 TFSI 354 Tiptronic 8 Quattro,55 890 €
FIAT,Tipo,2017,Diesel,Manuelle,SW 1.6 MultiJet 120ch Easy S/S,13 900 €
FORD,S-Max,2017,Diesel,Robotisée,2.0 TDCi 180ch Stop&Start Titanium PowerShift,22 989 €
MINI,Mini,2017,Essence,Manuelle,Cooper 136 ch Edition Blackfriars,19 900 €
ALFA ROMEO,Stelvio,2018,Diesel,Automatique,2.2 Diesel 180ch Lusso Q4 AT8,29 990 €
BMW,X3,2018,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,34 990 €
RENAULT,Scenic,2017,Diesel,Manuelle,1.5 dCi 110ch Hybrid Assist Intens,17 990 €
BMW,Serie 2,2017,Diesel,Automatique,ActiveTourer 216dA 116ch Luxury,21 990 €
VOLVO,Xc40,2019,Essence,Automatique,T3 163ch Inscription Geartronic 8,35 900 €
AUDI,A4,2021,Diesel,Robotisée,Avant 40 TDI 204ch Business line S tronic 7,46 900 €
AUDI,Q3,2022,Hybride,Robotisée,45 TFSI e 245ch S line S tronic 6,59 900 €
CITROËN,Grand C4 Spacetourer,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d,34 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,20 980 €
RENAULT,Twingo,2018,Essence,Manuelle,III 1.0 SCe 70 Life,10 490 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch R-Design Geartronic,43 990 €
MERCEDES,Classe C,2017,Essence,Automatique,Coupé 43 AMG 367ch 4Matic 9G-Tronic,51 900 €
VOLKSWAGEN,Golf,2019,Essence,Robotisée,SW 1.5 TSI EVO 130ch BlueMotion Confortline DSG7 Euro6d-T,21 499 €
AUDI,Q3,2022,Hybride,Robotisée,Sportback 45 TFSI e 245ch S line S tronic 6,59 900 €
LAND ROVER,Range Rover Evoque,2018,Diesel,Automatique,Evoque 2.0 TD4 180 SE BVA Mark V,29 890 €
RENAULT,Megane,2019,Diesel,Automatique,BERLINE BLUE DCI 115 EDC,17 890 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75ch Edition,13 999 €
ALFA ROMEO,Stelvio,2022,Diesel,Automatique,2.2 Diesel 210ch ESTREMA Q4 AT8 MY22,64 900 €
SKODA,Octavia,2018,Essence,Automatique,2.0 TSI 245 ch DSG7 RS,28 980 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 190ch Carat 4Motion DSG7 Euro6d-T,30 990 €
TOYOTA,Aygo,2022,Essence,Automatique,X 1.0 VVT-i 72ch Air Limited S-CVT,19 799 €
VOLVO,Xc60,2018,Hybride,Automatique,T8 Twin Engine 320 + 87ch Inscription Luxe Geartronic,47 990 €
ALFA ROMEO,Giulia,2018,Diesel,Automatique,2.2 180 ch AT8 Super,25 500 €
JEEP,Compass,2021,Electrique,Automatique,1.3 GSE T4 190 ch PHEV AT6 4xe eAWD Limited,37 990 €
NISSAN,Juke,2017,Essence,Automatique,1.6L 117ch N-Connecta Xtronic,16 990 €
PEUGEOT,Expert,2019,Diesel,Automatique,Fg Standard 2.0 BlueHDi 180ch S&S Asphalt EAT8,26 970 €
VOLVO,Xc60,2019,Diesel,Manuelle,D3 AdBlue 150ch Momentum,32 900 €
VOLVO,Xc60,2019,Hybride,Automatique,T8 Twin Engine 303 + 87ch Business Executive Geartronic,42 400 €
FIAT,500x,2022,Essence,Robotisée,1.5 FireFly Turbo 130ch S/S Sport Pack Hybrid DCT7,28 990 €
FIAT,Ducato,2021,Electrique,Automatique,Fg 3.5 MH2 47 kWh 122ch Evoluzione,55 990 €
DACIA,Duster,2017,Diesel,Manuelle,dCi 90 4x2 Silver Line 2017,13 480 €
PEUGEOT,308,2020,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Style,19 989 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Roadtrip,36 889 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X,21 900 €
LAND ROVER,Range Rover Velar,2020,Diesel,Automatique,2.0D 240ch R-Dynamic SE AWD BVA,72 900 €
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 489 €
VOLKSWAGEN,Arteon,2019,Essence,Automatique,2.0 TSI 190 DSG7,32 980 €
PEUGEOT,2008,2021,Electrique,Automatique,e-2008 136ch GT Pack Touvrant Siege chauf Camera,33 999 €
